

title,salary
経験・スキルを活かして活躍【開発エンジニア】年休127日正社員,"月給 216,880円 ~ 330,800円 + 諸手当

※年齢、経験、能力を考慮の上、優遇します。
※月給には一律技術…"
創業52年のエンジニアリング企業で挑戦【エレキ・ソフト設計】正社員,"《経験者》
月給25万円〜58万円

※前職の経験はしっかり評価して決定します。
※試用期間3か月（待遇に…"
東京【社内SE（アプリ）】ディスペンサー業界トップクラス正社員,450万円～650万円
東京勤務│AWSクラウド領域の【開発エンジニア】◎年休125日正社員,500万円～950万円
農業支援ロボットの【制御ソフトウェアエンジニア】正社員,450万円～650万円
独立系SIerで活躍！【クラウドエンジニア(PL候補)】★福利厚生◎正社員,400万円～700万円
独立系SIerで活躍！【クラウド開発エンジニア】正社員,480万円～800万円
【システム開発リーダー】転勤なし※東京・広島勤務正社員,650万円～900万円
自社プロダクトの【WEBサービス開発】★経験者優遇 ★年休125日正社員,"＜賃金形態＞
年俸制

＜賃金内訳＞
年額（基本給）：4,000,000円〜

＜月額＞
333,333円〜（12分割）

…"
自社内開発多数【SE】★年間休日126日(土日祝休) ★資格支援あり正社員,"月給：200,000円〜345,000円
※経験・年齢を考慮の上、当社規定により優遇します。

◆試用期間3ヶ月（待…"
2023年9月設立【SE・PG】学歴不問！月給30万円以上も可！正社員,360万円～800万円
"【CTO候補】年収1,500万円も可◆年休124日◆外苑前駅直結の職場正社員",900万円～1500万円
【アプリエンジニア】平均残業時間13.7時間正社員,430万円～490万円
【アプリエンジニア】リーダー候補／平均残業時間13.7時間正社員,480万円～650万円
経験者募集【SE（WEBアプリ開発）】完全週休2日制◎福岡・東京◎正社員,400万円～550万円
経験者募集【SE（通信系システム開発）】転勤なし◎福岡・東京◎正社員,400万円～550万円
幹部候補【PM（通信系システム開発）】九電グループ◎東京・福岡正社員,500万円～700万円
自社決済サービスの【システム開発】転勤出向なし◇年休128日正社員,306万円～600万円
《京都》業務システムの【開発エンジニア】★年休125日正社員,350万円～500万円
航空機に搭載！防衛用アビオニクス機器の【ソフトウェア設計】正社員,400万円～760万円
防衛用フライトシミュレータの【ソフトウェア設計】未経験OK正社員,400万円～760万円
栃木勤務【CADエンジニア】◆完全週休2日制 ◆リモートワーク可正社員,380万円～500万円
【SE】未経験でもOKのアジャイル開発！残業月12H以下！正社員,500万円～700万円
ベトナム法人との橋渡し！【ブリッジエンジニア】★年休125日正社員,460万円～560万円
生産管理・在庫管理などの【システムエンジニア】★年休126日正社員,380万円～500万円
ネットワークやサーバーの【インフラエンジニア】★年休126日正社員,380万円～500万円
【プロジェクトマネージャー】★年休126日 ★有休取得率70.7％正社員,400万円～667万円
【開発エンジニア】PL候補／プライム案件多数／年間休日126日正社員,500万円～800万円
キャリアプランが叶う!!★年間休日124日【ITエンジニア】正社員,370万円～900万円
アジャイルベースで開発する！【ITエンジニア】★年休128日正社員,"月給23万円〜
※経験・年齢・資格など考慮し優遇いたします。
※固定残業代3万1,100円/10時間分を含む
　…"
防衛装備品の【 開発エンジニア 】★年休120日 ★自社開発正社員,"月給250,000円〜375,000円

※経験・年齢を考慮の上、当社規定により優遇します。
※3ヶ月の試用期間あり…"
経験者採用【開発エンジニア】残業月12.7h/土日祝休/年休128日正社員,376万円～600万円
好きな時間に、好きな場所で働ける！【 ITエンジニア 】正社員,"月給238,060円〜390,700円＋諸手当

※あくまで最低保障額です。年齢、経験、能力を考慮の上、優遇します…"
【Webエンジニア】自社サービス有／リモート8割／WEB案件90%以上正社員,400万円～800万円
【SE（Web・モバイルアプリ開発）】ミドルクラス歓迎！正社員,500万円～600万円
【SE（Web・モバイルアプリ開発）】ミドル・シニアクラス正社員,600万円～800万円
大規模開発に挑戦！【プロジェクトリーダー（PHP/Laravel）】正社員,600万円～800万円
大規模開発に挑戦！【プロジェクトリーダー（Java）】正社員,600万円～800万円
【データサイエンティスト】年間休日125日／在宅検討可正社員,600万円～800万円
【センサー信号処理】経験者募集★完全週休2日制★副業OK！正社員,"年俸制　5,000,000円〜
※12分割した金額を毎月支給
※経験・年齢・能力を考慮して決定いたします

試用…"
【AIエンジニア】完全週休2日制／ワークライフバランス◎正社員,500万円～800万円
【衛星AIエンジニア】完全週休2日制／ワークライフバランス◎正社員,500万円～800万円
【数理最適化エンジニア】完休2日制／ワークライフバランス◎正社員,500万円～800万円
【MLOpsエンジニア】完休2日制／ワークライフバランス◎正社員,500万円～800万円
【シニアシステムエンジニア】完休2日／ワークライフバランス◎正社員,600万円～1200万円
土木・建築分野の【地盤解析】◎年間休日125日◎賞与年3回正社員,450万円～650万円
川崎重工業グループ向けの【アプリケーション開発】◆明石市◆正社員,415万円～568万円
ゲーム開発でモーション制作に携わる！【モーションデザイナー】正社員,400万円～700万円
【クラウドエンジニア(AWS)】#手当・福利厚生充実 ≪愛媛勤務≫正社員,450万円～600万円
【Python開発エンジニア】経験者募集★残業少なめ◎★休暇充実正社員,420万円～900万円
★仙台募集★【エンジニア】未経験・第二新卒歓迎★研修制度あり正社員,320万円～450万円
トヨタ車などに使われる部品メーカーの【社内SE】★土日休み正社員,"月給18万5,500円〜26万6,700円＋賞与年2回


※年齢や経験、スキルに応じて決定します
※残業代は別途支…"
大阪【スマホアプリ開発SE】スマホ関連システム◎最先端技術◎正社員,450万円～650万円
横浜【Web系開発エンジニア(SE)】社内開発&自社サービス中心！正社員,450万円～600万円
横浜【スマホ開発SE】スマホ関連システム◎最先端技術◎正社員,450万円～650万円
コネクティッドシステム開発【SE／PG】◆明石市◆年休125日◆正社員,463万円～568万円
【SE】患者・調剤薬局向け業務システムの運用保守／年休125日正社員,448万円～640万円
【SE/PG】製薬会社向けの業務システム開発／フルリモートＯＫ！正社員,400万円～560万円
初学者OK【システム開発エンジニア】教育体制充実◎新潟支社正社員,300万円～400万円
経験者募集【システム開発エンジニア】年休124日◎新潟支社正社員,400万円～580万円
経験者募集【システム開発エンジニア】転勤無　年休間124日正社員,400万円～580万円
高精度な印刷を支える【アプリ開発】★賞与6.13ヶ月★年休121日正社員,450万円～900万円
【Webエンジニア】東京or鹿児島支社正社員,480万円～660万円
老舗モーターメーカー【電気回路設計】★完全週休2日★年休128日正社員,530万円～680万円
愛知【車載組込み開発】★年休125日★残業月15h★離職率1％以下正社員,400万円～600万円
フルリモート募集【車載組込み開発】★年休125日★離職率1％以下正社員,400万円～600万円
東京【車載組込み開発】★年休125日★残業月15h★離職率1％以下正社員,400万円～600万円
基幹業務系の【ITエンジニア（SE・PG）】★完全週休2日制◎東京正社員,400万円～510万円
自動車業界向け【SE】★年休120日以上／在宅可／フレックス正社員,400万円～1000万円
実務未経験OK！【ITシステムエンジニア】★年休120日以上正社員,400万円～1000万円
ECUテストツール開発【ITエンジニア】★年休120日以上正社員,400万円～1000万円
テストツール開発【ITエンジニア】未経験歓迎★年休120日以上正社員,400万円～1000万円
※東京募集※【システムエンジニア・プログラマー】☆年休123日正社員,"月給250,000円〜400,000円＋諸手当

※試用期間6ヶ月（条件の変更なし）
※経験・年齢を考慮の上、当社規…"
※福島募集※【システムエンジニア・プログラマー】☆年休123日正社員,"月給220,000円〜350,000円

※固定残業代15時間分（20,000円〜30,000円）を含む。超過分は別途支給。
※…"
スキルアップとオフの充実が両立できる【SE・PG】［年休122日］正社員,"月給208,000円〜450,000円

※月給はスキル・経験等を考慮のうえ決定します。能力に応じて給与面で優遇し…"
スキルアップとオフの充実が両立できる【SE・PG】［年休122日］正社員,"月給208,000円〜450,000円

※月給はスキル・経験等を考慮のうえ決定します。能力に応じて給与面で優遇し…"
【インフラエンジニア(クラウド／ネットワーク）】★大阪配属正社員,320万円～450万円
【インフラエンジニア(クラウド／ネットワーク）】★兵庫配属正社員,320万円～450万円
経験者3年以上／基盤や業務・パッケージソリューションの【SE】正社員,"月給25万円〜33万円
※あなたの経験・年齢・能力を考慮の上、決定します。
※試用期間あり（6ヵ月間：待…"
関西エリア募集【 ITエンジニア 】*上場企業との取引多数正社員,450万円～600万円
関東エリア募集【 ITエンジニア 】*上場企業との取引多数正社員,450万円～600万円
東海エリア募集【 ITエンジニア 】*上場企業との取引多数正社員,450万円～600万円
100％自社内【開発エンジニア(メンバー)】年間休日120日以上正社員,500万円～700万円
100％自社内【リード開発エンジニア】住宅手当あり・年休120日正社員,600万円～800万円
スキルを活かして、好環境で働きませんか？【システム研究開発】正社員,"月給25万円〜35万円 + 諸手当

※年齢、経験、能力を考慮の上、優遇します。
※待遇条件の詳細については…"
福岡【プログラマー】業務系・組込系等多様な案件◎正社員,320万円～500万円
*前給保証*【ITエンジニア】☆★出社orリモートどちらでもOK☆★正社員,400万円～600万円
【システムエンジニア】自社開発◇在宅ワークOK！正社員,350万円～500万円
【自社システム開発専門のSE・PG】SE経験歓迎★フルリモート正社員,400万円～600万円
福岡【システムエンジニア】多種多様な案件あり！正社員,400万円～600万円
未経験・経験の浅い方も歓迎！【ITエンジニア】★年休125日以上正社員,375万円～700万円
開発・導入・DX支援【システムエンジニア】年休120日/福利厚生◎正社員,558万円～912万円
【プロジェクトマネージャー】年休120日以上/福利厚生◎正社員,708万円～1116万円
<未経験OK>20～30代活躍中★【 ITエンジニア 】★フレックス制正社員,330万円～700万円
20~30代活躍中！【 システム運用 】自社内勤務/フレックスタイム正社員,400万円～700万円
＜経験が活かせる！＞ファームウェアの【ソフト設計】年休127日正社員,400万円～700万円
【データサイエンティスト】フレックス制★WEB面接可★福岡勤務正社員,490万円～770万円
経験者募集【システムエンジニア】★年間休日126日★フレックス契約社員,"月給253,047円〜450,547円
※固定残業代（48,047円〜85,547円／月30時間分）を含みます
※超過分は別途支…"
《未経験OK！》【アプリエンジニア】◆東京／転勤無 ◆年休120日正社員,300万円～400万円
上流から携われる！【SE】◆福岡／転勤なし ◆年休120日／残業少正社員,350万円～700万円
上流から携われる！【SE】◆東京／転勤なし ◆年休120日／残業少正社員,350万円～700万円
【プロジェクトマネージャー候補】年休120日以上/福利厚生◎正社員,558万円～912万円
SaaS型システムの【導入コンサルタント】年休120日～/福利厚生◎正社員,558万円～912万円
【システムエンジニア・プログラマー】契約社員,320万円～420万円
【Azureエンジニア】クラウドエンジニアとして活躍※残業平均10h正社員,500万円～750万円
【Webアプリ開発エンジニア】※残業平均10h正社員,450万円～600万円
【PM】受託開発／フルリモート案件から参画 ※時短勤務も応相談正社員,600万円～900万円
【クラウドエンジニア】インフラ運用保守から構築 ※残業平均10h正社員,400万円～600万円
【AWSエンジニア】プライム案件豊富 ※残業平均10h正社員,500万円～750万円
【SREエンジニア】DX推進自社サービス×AWSパートナー正社員,450万円～750万円
【Java・C#エンジニア】経験者歓迎！年間休日126日！転勤なし！正社員,300万円～600万円
鉄道系システム開発の【PL(プロジェクトリーダー)】在宅勤務OK！正社員,"月給 310,000円〜 + 諸手当 + 賞与年2回
※上記はいずれも最低保証額です
※経験・スキル・年齢を考慮の…"
エンジニア（電気設計/機械設計/ソフトウェア開発/試験・計測）正社員,400万円～600万円
マテリアルズインフォマティクスシステム開発における【PM】正社員,400万円～830万円
自動運転の認識システムの【開発】正社員,400万円～830万円
マテリアルズインフォマティクスを用いた素材の【システム開発】正社員,400万円～830万円
スマートビル開発における【制御設計】正社員,400万円～830万円
次世代モビリティーのADASの【開発】正社員,400万円～830万円
医療用内視鏡生産における生産設備の【アプリ開発】正社員,400万円～830万円
SDV、SDMに関する【ソフトウェア設計エンジニア】正社員,400万円～830万円
車載ECUのADAS制御機能開発における【検証】正社員,400万円～830万円
《名古屋募集》【SE】年休129日/残業平均11H/プライム案件多数正社員,400万円～650万円
《大阪募集》【SE】年休129日/残業平均11H/プライム案件多数正社員,400万円～650万円
《札幌募集》【SE】年休129日/賞与年3回/上流から下流まで正社員,400万円～650万円
《東京募集》【SE】年休129日/残業平均11H/プライム案件多数正社員,420万円～650万円
【ITエンジニア】年休124日/年休取得を推奨！◆賞与年7.0ヶ月分正社員,280万円～650万円
FinTechサービスの【バックエンドエンジニア】◆リモート制度有正社員,400万円～750万円
【web系言語開発エンジニア】★完全週休2日制★福利厚生◎正社員,400万円～600万円
【開発エンジニア】年収アップ確約／フル・リモートワーク選択可正社員,"月給32,5万円〜＋賞与

※上記金額には月20時間分（44,000円〜）の固定残業代が含まれます。
※超過分は…"
【開発エンジニア】経験者歓迎！年間休日126日！転勤なし！正社員,300万円～600万円
【システムエンジニア】北青山勤務◆フレックス制◆残業少なめ正社員,500万円～800万円
新規事業プロジェクトの【ソフトウェア開発】★年間休日125日正社員,"月給23万円以上+諸手当+賞与年2回（3.6か月分）
※経験・年齢を考慮の上、当社規定により優遇します。
※…"
【開発SE】★Java／DB(Oracle優遇)などの経験者歓迎！正社員,400万円～600万円
【ソフトウェア開発】★土日休み★年休120日★退職金制度あり正社員,400万円～650万円
【システムエンジニア】◎土日祝休み ◎転勤なし！※東京募集正社員,360万円～550万円
【システムエンジニア】◎土日祝休み ◎転勤なし！※茨城募集正社員,360万円～550万円
【システムエンジニア】◎土日祝休み ◎転勤なし！※福島募集正社員,360万円～550万円
【システムエンジニア】◎土日祝休み ◎転勤なし！※栃木募集正社員,360万円～550万円
※仙台限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～650万円
※東京限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～650万円
※愛知限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～650万円
※大阪限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～650万円
※札幌限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
※仙台限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
※東京限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
※愛知限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
※大阪限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
【開発エンジニア（システムエンジニア）】正社員,300万円～700万円
100％請負案件のみ【制御・組込系システムエンジニア】年休120日正社員,500万円～600万円
【組込み系SE】フルフレックス／平均有給取得率80%以上正社員,450万円～750万円
医療機器など精密部品の【社内SE】完休2日制★土日祝休み正社員,350万円～535万円
未経験から着実に成長できる！【自社内開発システムエンジニア】正社員,"▼長野本社 月給21万800円以上（一律手当含む）
※経験、能力を考慮の上決定します。 
▼東京事業所 月給…"
《札幌》創業70年以上の老舗企業で働く【生成AIエンジニア】正社員,350万円～600万円
《長野》医療・ヘルスケア領域の【システム開発】経験者募集正社員,450万円～680万円
《長野》【スマートデバイスソリューション開発】経験者募集正社員,450万円～710万円
《東京》【業務系システムエンジニア（PL）】経験者募集正社員,530万円～760万円
《長野》自社パッケージ製品等の【システム開発】経験者募集正社員,450万円～680万円
未経験歓迎！【アプリエンジニア】研修充実/リモート可正社員,350万円～450万円
【WEBシステム開発エンジニア】★年休124日★福利厚生充実正社員,400万円～1000万円
働きやすさ◎【Webエンジニア】年休122日/フレックスタイム制正社員,440万円～700万円
ワークライフバランス◎【インフラエンジニア】経験者募集※福岡正社員,"月給：244,400円〜
※経験・能力を考慮して決定します
※一律手当55,000円を含む
※試用期間3ヶ月（待遇…"
【WEBシステム開発エンジニア】★経験浅めでもOK！※福岡正社員,"月給：244,400円〜
※経験・能力を考慮して決定します
※一律手当55,000円を含む
※試用期間3ヶ月（待遇…"
【インフラエンジニア】★年間休日124日★経験者募集※関西勤務正社員,"月給：23万円〜
※年齢・経験・能力をもとに決定します。
※試用期間：3か月（待遇変動なし）"
【WEBシステム開発エンジニア】★年間休日124日★福利厚生充実正社員,"月給：23万円〜
※年齢・経験・能力をもとに決定します。
※試用期間：3か月（待遇変動なし）"
ワークライフバランス◎【インフラエンジニア】経験者募集※愛知正社員,400万円～1000万円
【開発エンジニア】★年休120日以上★信頼できる営業正社員,425万円～785万円
自社開発100%【SE】★リモートワーク7割・常駐、転勤なし★正社員,400万円～700万円
神戸★モノづくりをシミュレーションで加速【CAEエンジニア】正社員,370万円～500万円
東京★モノづくりをシミュレーションで加速【CAEエンジニア】正社員,370万円～500万円
名古屋★モノづくりをシミュレーションで加速【CAEエンジニア】正社員,370万円～500万円
【SE】自社サービス保有・経験者歓迎！正社員,550万円～1000万円
【フロントエンドエンジニア】自社サービス保有・経験者歓迎！正社員,550万円～800万円
【バックエンドエンジニア】自社サービス保有・経験者歓迎！正社員,550万円～800万円
【フロントエンドエンジニア】★年間休日120日★完全週休2日正社員,700万円～800万円
【バックエンドエンジニア】★年間休日120日★完全週休2日正社員,700万円～800万円
【SE／PG】経験を活かして活躍してください◎正社員,300万円～540万円
【システムエンジニア】セキュリティとAIに強みを持つ企業正社員,450万円～650万円
開発浅めのかたでもOK！【アプリケーション開発エンジニア】正社員,350万円～550万円
【Webエンジニア】マネージャー候補◎Webアプリ開発正社員,600万円～1200万円
＜未経験歓迎！＞システム開発など【SE】★年間休日118日★正社員,"月給24万2,500円〜38万5,000円（一律手当含む）

※経験、能力等を考慮の上、当社規定により優遇します。…"
経験者歓迎！【システムエンジニア】◆仙台／転勤無 ◆年休125日正社員,500万円～700万円
経験年数不問！【システムエンジニア】◆仙台募集 ◆年休125日正社員,360万円～500万円
経験者歓迎◇ソフトウェア【自社開発エンジニア】在宅勤務可能正社員,400万円～700万円
経験浅い方も可◇ソフトウェア【自社開発エンジニア】在宅メイン正社員,380万円～540万円
経験者歓迎◇QAチームリーダー【品質保証業務】リモートワーク可正社員,500万円～600万円
経験者歓迎！テストエンジニア【ソフトウェア検証業務】在宅可正社員,350万円～500万円
RPAなど最先端の案件に関わる【SE】（新潟）賞与年4.0ヶ月分支給正社員,330万円～480万円
RPAなど最先端の案件に関わる【SE】（東京）賞与年4.0ヶ月分支給正社員,330万円～480万円
RPAなど最先端の案件に関わる【SE】（仙台）賞与年4.0ヶ月分支給正社員,330万円～480万円
RPAなど最先端の案件に関わる【SE】（長野）賞与年4.0ヶ月分支給正社員,330万円～480万円
【アプリケーションエンジニア】ヘルスケア領域／KDDIグループ正社員,464万円～815万円
【システムエンジニア】ヘルスケア業界向け／KDDIグループ正社員,464万円～815万円
【システムエンジニア】ヘルスケア業界向け／PM、PL経験者正社員,581万円～1000万円
【PM】リモート勤務◎自社プロダクト/19年連続黒字経営！正社員,700万円～1200万円
【開発エンジニア】リモート勤務◎自社開発/19年連続黒字経営◎正社員,450万円～650万円
＼大阪・東京募集／【バックエンドエンジニア】◎在宅勤務可正社員,400万円～700万円
独立系ソフトハウスの【システムエンジニア】★福岡勤務正社員,301万円～630万円
独立系ソフトハウスの【システムエンジニア】★東京勤務正社員,322万円～658万円
小売業界向け【データ分析】★福利厚生充実★年間休日数128日正社員,562万円～1187万円
自社開発×最先端ITで事業拡大中！【ITエンジニア】★年休125日正社員,"月給26.5万円〜
上記には固定残業代として18時間/4万円分〜含む
※超過分は別途支給

※経験・年齢・能力…"
福岡募集【PL/PM】★土日祝休み★賞与年2回★年間休日125日正社員,448万円～630万円
SAP基幹システムの【導入・保守エンジニア】※WEB面接可※正社員,415万円～660万円
基幹システムの【開発・導入・保守エンジニア】※リーダー候補正社員,425万円～725万円
物流・販売・コーポレート領域システムの【開発・導入・保守】正社員,425万円～725万円
サプライチェーン領域の【SE】※プロジェクトマネージャー候補正社員,425万円～800万円
デジタルマーケティングの【エンジニア】◇年間休日121日◇正社員,470万円～725万円
製品開発領域の【システムエンジニア】※リーダー候補募集※正社員,520万円～725万円
サーバおよびクライアントの【導入・運用エンジニア】正社員,470万円～725万円
ヤマハ発動機グループのIT企業での【IT子会社活用の推進】正社員,520万円～725万円
共通基盤アプリケーションの【システムエンジニア】正社員,470万円～660万円
◎年間休日121日◎RPA化推進【開発・導入・保守エンジニア】正社員,425万円～580万円
BtoC・BtoBプロダクト構築の【システムエンジニア】正社員,425万円～950万円
【ソフトウェア系エンジニア】◇年間休日121日◇経験者採用◇正社員,425万円～725万円
グローバル経営データベースの【導入・保守エンジニア】正社員,415万円～660万円
製造業向け基幹系システム開発の【SE】※チームリーダー候補※正社員,520万円～725万円
★経験者募集【Webエンジニア】AWS★年休125日★完全週休二日正社員,500万円～650万円
【アプリケーション開発（BI事業部）】年休126日★残業月10h以内正社員,400万円～600万円
【アプリケーション開発リーダー（BI事業部）】年休126日★正社員,500万円～650万円
【アプリケーション開発PM（BI事業部）】年休126日★残業10h以内正社員,650万円～700万円
【エンジニア】経験者募集｜福利厚生充実★安定性★正社員,"<月給>370,700円〜447,400円

※月給には固定残業代90,700円〜109,400円(43.6時間分/月)を含む
※超過し…"
【制御ソフトウェア管理】年休121日★残業ほぼ無★月給35万円～契約社員,420万円～538万円
【IT機器キッティング～導入展開】在宅・リモートワーク相談可☆正社員,450万円～600万円
【サーバーエンジニア】リモートワーク相談OK☆第二新卒歓迎！正社員,400万円～450万円
【プログラマー】(自社製品開発)在宅・リモートワーク相談可☆正社員,320万円～450万円
【システムエンジニア】(PL)(自社製品開発)リモートワーク可☆正社員,600万円～700万円
【システムエンジニア】(PM)◆自社製品開発・リモートワークOK☆正社員,750万円～850万円
次世代自動車制御の【組み込みエンジニア】★完全土日休み正社員,380万円～700万円
経験者募集【ネットワークエンジニア】年休126日／月給29万円～正社員,500万円～900万円
最先端技術に携わる！【AIカスタマーエンジニア】★年休126日正社員,500万円～800万円
【フロントエンド・SE職】リモート率75％以上 ※東京正社員,550万円～800万円
【バックエンド・SE職】リモート率75％以上 ※東京正社員,550万円～800万円
◆沖縄【Webアプリケーション開発エンジニア】リモート可◎正社員,"年俸制 264万円〜600万円
※12分割した22〜50万円を毎月支給
※経験・スキル・年齢を考慮の上、優遇しま…"
組込系開発の【 ITエンジニア(PM/PL候補) 】☆UIターン歓迎！正社員,"月給 25万円 〜 50万円 + 別途、各種手当・残業代
※年齢、経験、能力を考慮の上、優遇します。
※3ヶ月…"
多彩な案件でスキルUP！システム開発【エンジニア】年休125日～正社員,262万円～400万円
東証プライム上場で働く！【社内DX推進】★大阪/大阪市★正社員,510万円～760万円
【システムエンジニア】年間休日120日★在宅可★大手顧客多数★正社員,600万円～900万円
【SE】◆残業月10時間程度/賞与年3回支給実績有正社員,300万円～400万円
【プログラマー】◆残業月10時間程度/賞与年3回支給実績有正社員,300万円～400万円
【上級システム開発エンジニア】◎年休126日◎新規事業正社員,670万円～970万円
【社内SE】★完全週休2日制（土日休み）★転勤なし正社員,350万円～500万円
《松山本社/東京支店》【PM/PG】年休125日前後/フレックスタイム正社員,280万円～720万円
【PM】年間休日125日前後/完全週休2日制/フレックスタイム正社員,440万円～720万円
滋賀【組み込みエンジニア】1次請け案件中心／フレックスあり正社員,400万円～600万円
名古屋【組み込みエンジニア】1次請け案件中心／フレックスあり正社員,400万円～600万円
名古屋【システムエンジニア】1次請け案件中心／フレックスあり正社員,400万円～600万円
自社クラウドサービス提供の【PL・SE・PM】幹部候補募集正社員,398万円～800万円
自社クラウドサービス提供の【SE・PG】※PM候補も募集正社員,350万円～630万円
【ITエンジニア】在宅と出社の”ハイブリッドワーク”も可！正社員,"月給20万円〜40万円＋各種手当＋賞与（昨年度実績2か月分〜6か月分）

※試用期間3か月あり（条件変更な…"
【フルスタック・上級SE】リモート率75％以上 ※東京正社員,650万円～850万円
フルリモート【SE】大手のWEBサイト開発/プライム比率76％正社員,400万円～800万円
【制御組み込みSE・PG】残業少なめ★大手直請8割以上★大阪勤務正社員,350万円～600万円
大阪【インフラエンジニア】年間休日129日｜教育体制が充実◎正社員,400万円～700万円
東京【インフラエンジニア】年間休日129日｜教育体制が充実◎正社員,400万円～700万円
※岡山限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
※岡山限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～550万円
※広島限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～550万円
※広島限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～550万円
※福岡限定【インフラエンジニア】★年休125日以上/平均残業13H正社員,300万円～650万円
※福岡限定【開発エンジニア】★年休125日以上/平均残業13H正社員,300万円～600万円
テレワーク・在宅勤務OK！【プログラマー】◎年間休日120日以上正社員,240万円～320万円
【バックエンドエンジニア】FinTech企業/フレックス◎リモート◎正社員,800万円～1200万円
【プロダクト製品開発（BI事業部）】★年休126日★残業月10h以内正社員,430万円～700万円
リーダー職【プロダクト製品開発（BI事業部）】★年休126日正社員,550万円～800万円
【セールスエンジニア（BI事業部）】★年休126日★残業月10h以内正社員,430万円～700万円
【システムエンジニア】仙台/平均残業時間15h/資格手当充実正社員,350万円～500万円
全国から技術者募集【AWSエンジニア】★上流工程★フルリモート正社員,450万円～800万円
【エンジニア　※SE・PG】★みなとみらい勤務・安定成長企業正社員,450万円～600万円
日本の”モノ作り”に貢献する企業の【社内SE】☆週休2日制！正社員,420万円～602万円
【プログラマー】転勤なし！システム開発の経験者を募集中！正社員,"■月給25万円〜40万円

〈想定年収〉300万円〜500万円

※試用期間3か月（条件変更なし）

※スキルに応…"
【IT部門マネージャー候補】少数精鋭のチームを牽引！正社員,450万円～600万円
【ヘルプデスク(リーダー候補)】年間休日124日正社員,350万円～450万円
【総合職（IT事務 等）】※プロジェクトリーダー候補／年休124日正社員,350万円～450万円
希望のキャリアへ【ITエンジニア(SE・PG)】年休125日・残業月10h正社員,350万円～600万円
即戦力となる活躍に期待！【エンジニア】★年休123日★土日祝休正社員,300万円～500万円
実務経験不問！【エンジニア】★安心の教育体制★年休123日正社員,300万円～500万円
経験浅めもOK！【ITエンジニア】経験者は前給UP保証☆面接1回正社員,420万円～600万円
【生成AIエンジニア】9割自社内勤務/在宅週2.5日/職種未経験歓迎正社員,400万円～600万円
【PM（生成AI）】9割自社内勤務／プライム案件多数／リモート◎正社員,1100万円～1600万円
【ソリューションエンジニア】リモート可◆年休120日～正社員,550万円～1000万円
【サーバーサイドエンジニア】リモート可◆年休120日～正社員,550万円～1000万円
PL・PM候補【Web開発エンジニア】プライム案件88％正社員,650万円～850万円
急成長企業で活躍！【Web開発エンジニア】正社員,450万円～560万円
充実の環境でスキルを発揮！※プライム案件多数※【SE】正社員,400万円～600万円
上流工程で活躍可能！※プライム案件多数※【PG】正社員,400万円～600万円
【ネットワークエンジニア】※プライム案件多数※正社員,400万円～600万円
自動車や産業機械の製品開発を手がける！【組込エンジニア】正社員,400万円～600万円
開発力を活かして十勝に貢献！【社内SE(システムエンジニア)】正社員,400万円～600万円
【システムエンジニア】年休125日★残業月10時間程度★手当充実正社員,"【月給】16万2,000円〜24万1,000円+諸手当+賞与年2回

※経験・スキルを考慮し、優遇します
※試用期間3…"
年休126日★完休2日(土日祝)★残業少なめ【データエンジニア】正社員,400万円～570万円
【SE】＊大手企業担当＊残業20時間程度＊腰を据えて働けます正社員,300万円～500万円
医療機器分野の未来を担う【ソフトウェア設計】☆年休125日正社員,540万円～610万円
業務型アプリを上流から担当【システムエンジニア】★年休120日正社員,"月給23万5,000円〜31万5,000円
※経験・年齢・資格など考慮し優遇いたします
※試用期間3ヶ月あり(待遇の…"
★完全週休2日/年休123日/残業少なめ【電気電子回路エンジニア】正社員,"月給 190,000円 〜 400,000円 + 諸手当
※年齢、経験、能力を考慮の上、優遇します。
※3ヶ月間の試用期…"
★完全週休2日/年休123日/残業少なめ【 開発エンジニア（SE）】正社員,"月給 190,000円 〜 400,000円 + 諸手当
※年齢、経験、能力を考慮の上、優遇します。
※3ヶ月間の試用期…"
※東京※【放射線安全設計エンジニア】未経験歓迎／研修充実正社員,360万円～660万円
※兵庫※【放射線安全設計エンジニア】未経験歓迎／研修充実正社員,360万円～660万円
すべてのエンジニアが働きやすい新制度を導入！【ITエンジニア】正社員,350万円～960万円
【アプリケーション開発リーダー】★年休126日 ★残業月10h以内正社員,400万円～600万円
【システムエンジニア】◆鹿児島 ◆年休125日 ◆残業月平均10h正社員,300万円～500万円
